rating,title,text,asin,parent_asin,user_id,helpful_vote,verified_purchase
5,Three Stars,I usually dont write reviews but they advertise refrigerated products I spent 60 for a three month supply of something I was told by a friend could possibly help with my acid reflux by helping my digestion but when I opened the box the bottles were scorching hot I retrieved them as soon as they left them at the door Not sure what happened but now I have product I dont feel safe taking,B07KC36SQB,B0BQTHGCYH,0d582cab,0,1
4,Perfect for sunburns,I received this and upon opening realized the flour was rancid and very clumpy Could not use it in any recipes,B07J1WGQPP,B07SYNTL34,625180b9,0,1
5,Its okay,Ive used Airborne for years It is the best product for preventing and shortening a cold If Im exposed I begin taking Airborne immediately I dont wait to experience symptoms It has worked well for me,B01N75HVIS,B0BXQSMLXV,0f463479,0,1
5,Im not sure how to feel toward this product,Very helpful for hair skin and nails  I have used this product now for awhile and I am very upset that it is no longer available via Amazon and I have to search for another source to purchase this product  It helped me so much,B01M8HNDGK,B00OKOX5GI,cdd5ea3f,0,1
1,Can not return showed up damaged,good cream for scar tissue,B07VHGX6C7,B07VHGX6C7,17add5f2,0,1
5,Amazing,This is by far the best thing Ive found to control my severe systemic candida  I ran out for a few days  was trying something else  my candida returned immediately  I tried using this a year ago 2 caps 3 x per day  quit thinking that it didnt work  I have suffered with this condition for over 30 years MDs were totally useless they gave me multiple antibiotics which worked VERY temporarily maybe a couple of weeks pain killers sleeping pills antiinflamatories  muscle relaxants which masked the symptoms while on the drugs only  It wasnt until I saw a naturopath  was diagnosed immediately with candida was I able to finally start getting it under controlbr I actually cured myself once in a week with plain garlic 3  4 cloves throughout the day  cut up  swallowed like little pills  I just took a clove every time I noticed any itching  Unfortunately I went nuts eating sugar right away  just took a clove of garlic to stop any symptoms starting to come back  After going through a very stressful month along with my old sugar diet my candida came back with a vengeance  Its now resistant to garlic  Ive been diagnosed with a sensitivity to it as well  I was desperate to find something that would work as the candida was spiraling out of control  I browsed Amazon looking for something that was highly rated  came across people raving about SF722  I still had some so I decided to  try it again  this time I took the full dose 5 caps 3 x per day  it worked  Ive since added genestra black walnut on the advice of my ND  it is definitely keeping the candida at bay  Im now looking to find a good detox for heavy metals as Ive been diagnosed with a toxic load of probably due to many amalgam fillings which Ive since had removedbr br 2232015  Update  I got rid of the candida again this time with asparagus  I ate some every day either in my smoothie 3  4 stalks or fried some up in a little butter with some pink salt YUM  I was able to go off of all the supplements except I always take good probiotics,B01FG0Q22S,B00C3WB82C,2c24c067,0,1
5,great cream,It is a little pricey but is easy to swallow and leaves no after taste  It is a recommended supplement by my dermatologist to help prevent skin cancers,B00028OOZ2,B06XVRKS7M,458a3674,0,1
5,Its great for really dry areas on your body,Got lucky and my bottles listed 62020 as the expiration date These are also small and easy to swallow So not a big horse pill,B0001IU542,B01BFTE7FS,ef1e01d9,0,1
5,Durability,FAST SHIP WORKS GOOD FOR YOUR HAIR,B07BFQ81FT,B01M8HNDGK,037640e4,0,1
5,Second one I bought I love it,it is close to the orange mega that tastes like orange jucebr the mens mega tastes as bad as codliver oil in my opinion i put the one once in a shot glass and down it in one gulp the drink a glass of water i am going to try mixing it with orange juce,B073WMPTDF,B0721QY2HL,43cf6d06,0,1
1,Like this herb,Pretty but didnt work I added batteries it didnt come with and it wouldnt turn on I flipped them because I can be a simpleton and thought I put them in wrong Still didnt work I got new batteries fresh out of the package and repeated the process Still didnt work My mother jacked with it for 5 minutes Never got it to even turn on Pressed the little button several times held it and even did a little pattern with it each time I changed the batteries Never lit up 110 because its nice looking Definitely returning,B07BFQ81FT,B01A90FMHQ,0ee3d22a,0,1
5,Theyre usually great but not this time,It broke after just a month Dont buy this,B0096U3VD8,B077VWTHLX,3fa465a5,1,1
5,Stubborn psoriasis patch,Great Product,B07L9FSQ2H,B001E0WJIG,189bc30e,0,1
3,Great for hair growth and dry skin relief,Works awesome for steps true to my old phone app step counts No instructions on how to use different functions I must admit though I never called customer service,B071KCSD54,B01HITT43Y,7d26aadb,0,1
5,Bad tasting,Ive gone through a few bottles now and really like this product,B01COW00O2,B0BXQSMLXV,4cbfabe1,0,1
5,I do not recommend,Love this product but the last batch we received from seller planettools was well past the expiration date Buy this product but avoid this seller,B001TJMZ18,B001D9DAL8,42b28e18,0,1
1,I am still amazed and I feel like a zombie coming back to,Researched many CoQ10 products and find that this product is superior to many others Love that it is thirdparty tested and is made of high quality Improved joint recovery and energy is great not to mention that heart health is very important to me I will continue to take this product and reap the benefits,B01COW00O2,B0721QY2HL,5b687216,0,1
5,Gave me hives,It is easy to swallow,B01IHLB6OW,B078RPQHGR,8a2a8d29,0,1
5,TOO MANY OMEGA 6 IN THIS FORMULA,I use this cream on scars dry skin my feet etc  Its great and I highly recommend it,B018FBMOQS,B00L797T70,8641755c,0,1
5,Poor Interface on App,At least I only paid 7 bucks for these Theyre not even worth 7 cents Theyre supposed to be super soft when in reality they are quite hard with little sharp bits  sticking out And they have a terrible chemical smell sort of like cheap made in China rubber toolsbr br I think Ill just buy the OEM tips now instead,B00HSGSCCC,B01K06SSYI,d24d4c80,0,1
5,Best moisturizer around,Works accurately  i like it,B003UD9QPO,B01M0F8DKB,797e3041,0,1
5,Tried again,The wonderful thing about using this as a source for taking Flaxseed Oil is the flavor  There is no oily feeling in your mouth  This has helped keep my cholesterol under control,B003PRICN2,B06ZYSKQHG,5a1c2aab,0,1
5,Seems to Work To Improve Skin Problems,Youd think that a product that is 99 the same ingredient as the brand name would have more or less the same texture as the brand namebr br No  This is soft almost like butter at room temperature  Or coconut oil at 77 degrees 1 degree above melting weirdly specific but theres bound to be another coconut oil lover who knows exactly what Im talking aboutbr br Thats not necessarily bad  But it gives it more of a lotion texture than a cream texture I wouldnt use it on my feet its not strong enough  The main problem is it wasnt what I was expecting which for a mostly nonproprietary one ingredient purchase is really weirdbr br Its also runny enough to use on your face  but I wouldnt not the lavender version  Waaaay too strong smelling  And smells nothing like natural lavender and chamomile  My bad for not checking more carefully So basically Ill use it on my lower arms and body down to my ankles but not as high as my neckbr br So if youre interested in a cheap runny version of Vaseline and youre more interested in sticking it on your face that your tough feet get the unscented version and go for itbr br Just dont expect it to be much like Vaseline,B076GN48GT,B007WGRD46,7a96dce8,0,1
5,No effect detectable,This medical band is a replacement for the previous band I had The information metal band slid on very easy and I sized up the old band to see where I needed to cut the new one Love this item,B016CGGBLW,B07H47Y122,d9dfba4c,8,1
5,Not accurate and inconsistent but great customer service,Ive loved this product for a few years now Never missed a month This last one has me changing my choice Somebody changed the an ingredient The B3 niacin has been increased Ive never had the niacin flush from this product until this bottle Its not just a little flush Strong and uncomfortable comes to mind when describing it,B000TDE2W0,B076GN48GT,58b30954,0,1
1,Five Stars,I take one capsule three times a day to help with ankle swelling  There is no strong taste or odor  My Naturopath suggested I try celery seed and it really works  I have kidney disease caused by high blood pressure and had painful water retention  My nephrologist has no problem with me using this product especially since it works  The swelling was so bad I also take a small dose of Furosemide  I discontinued the celery seed after starting the Furosemide and water retention increased  So Im back on the celery seed for good,B003XDI3NC,B07HLB1JXX,5a3d065c,0,1
5,Very little Coconut Oil added,Great product,B003PRICN2,B004ZVB03Q,d5a78667,0,1
5,Nice chewable tab with great flavor,Great product,B078K7RS38,B07JNL2HDG,3b24d6e6,0,1
5,Best multivitamin a little pricey though,Thorne brand Vitamin C is the gold standard of Vitamin C supplements in my opinion Personally use it a lot in the winter months during cold and flu season Has been effective for me,B06XHCS137,B003CFB2CU,df718cd8,0,1
2,Great taste better price,My hair and nails have improved,B002VLZ8C6,B00CQ7V1HQ,db292f58,0,1
5,Surprised and Satisfied,the items are in great condition and a customer service is awesome I will def purchase more from this company in future,B07MT7LVV2,B00UQTH0M6,66f41500,0,1
4,Dont waste your money,Very potent I make my own pre workout so make sure you test small increments to see what your body can handle,B0002DUEXS,B0BQTHGCYH,9d9dbb6b,0,1
5,Great for skin conditions,I use this to mix an essential oil with that I put on my arms before bed One reviewer complained about how this isnt coconut oil this isnt your traditional coconutty mostly solid coconut oil This does not have the scent and its liquid at room temperature which is exactly what its supposed to be Im able to mix this with essential oil and apply directly to my skin and not be overwhelmed by something other than the essential oil aromas It absorbs very quickly into my skin so Im not left feeling greasy Its also much easier to put this in my hair than solid coconut oil Id recommend this if youre looking for actual liquid coconut oil that is mostly in scented,B07SYNTL34,B00XJU61E2,5359568d,0,1
1,Cleared Candida in my gut and right ear,Love this scale It doesnt have all the bells and whistles like some scales ie bluetooth other body measurements however that was exactly what we wanted Its a beautiful scale and blends in with decor nicely Highly recommend,B01M192UKA,B000FGXMWC,895fa5ef,2,1
5,Five Stars,These prenatals are exactly the same as the CVS brand I mean EXACTLY but they cost a heck of a lot more I gave them three stars because they are good prenatal vitamins but not worth the price,B07VHGX6C7,B01IHLB6OW,50eb0f9d,0,1
5,Doubled my husbands Vitamin D level,I have been trying to get my fasting blood under control without prescription drugs  I had hit and miss success  I had tried moringa capsules but saw no marked difference  I then read about the benefits of moringa and amla  I choose this product because it was a 5050 blend  I have been taking this product for almost 2 weeks  Initially I experienced some mild stomach discomfort but it only lasted 1 day  My fasting blood sugar level readings have been consistently lower and more controlled  I am so pleased with the results  I will purchase this product again,B07SWJ3QJQ,B01M192UKA,83f18cc0,0,1
2,Its Babalu,everything was awesome,B07SYNTL34,B078SBDGGB,22ae92b2,0,1
5,Very good flavor and Dr recommended,This scale is ok  Not as great as others Ive had in the past  The first reading is never correct  Its always about 35 pounds higher than it should be  Stand on it a second and third time and those 2 numbers will be close to matching  I found even standing still it takes some time to actually find the correct number,B01A7HG78Y,B00X1IK5FI,ae22111f,0,1
1,would recommend to everyone,exellent,B000EBOOSO,B01LTCKG7Y,386efff5,1,1
5,Not clear,The veterinarian suggested we get a baby scale to weigh our cats weekly because one is overweight and the other is being stabilized on thyroid medication  A tip if you use it for this it was difficult to get the cats on the scale until we tossed a little rug on it which made the surface more palatable That and lots of cat treats and patience will eventually work The only reason I gave it four stars is that its difficult to figure out what the buttons do  If there were any instructions I think we threw them out My bad,B01FG0Q22S,B077SX1HQD,dd5040b6,0,1
5,great vitamin for the whole family,It was working fine until 6 months now it shows weird number or some stops at 000 couldnt contact seller any more complete waste of money,B00B7FQNH6,B019WX355W,feb1583a,0,1
1,Simple quick and accurate,The features of this thermometer such as FC flexible tip audible beep when powered on and when it  reaches the ambient temperature plus a clear compact but sturdy case bring value to this purchase Additionally the company has been very responsive to a question about its product,B00O96VOJ2,B06ZYSKQHG,e0c5fe4e,0,1
5,Nice scale and accurate readings,Love this stuff  Add almond milk a frozen banana and some almond butter and it makes a great protein shake,B001E0WJIG,B07BFQ81FT,0afc1cfe,0,1
1,Pyruvate is a good supplement,Have had this watch for about 3 months Since its a little hard to take off i have dropped it a few times hard but its still works just fine and seems to be holding up well The vibrations are stong and very helpful,B00QVUV7JQ,B004RHESS2,08769d40,1,1
5,Worth getting,0,B00454A1HE,B078RPQHGR,c7e274e4,0,1
5,Great Bands,Very good for dry skin  It has no odor and does not leave you oily or greasy,B017DT4HM2,B07263LP56,b516ceea,0,1
5,Quality and price,I bought this with intentions to use on my hair and now I use this every day all of my body as a moisturizer It is not greasy at all I have used this every day for almost 3 months now,B01N2B8SQ1,B00QVUV7JQ,684eda6f,0,1
5,Not bad,Great for the price Did not like staying connected to my phone though But my daughter loves it,B0030GZWHW,B0BXQSMLXV,bbdea5d1,0,1
5,one of the best probiotic brands Ive tried thus far,This bottle is amazing It really does as advertized It does not leave a sticky feeling behind as long as you give it a chance to dry and it moisturizes very nicely This bottle has lasted me a very long time too,B07HLB1JXX,B06ZYSKQHG,4361f01b,0,1
5,Volorful,I bought this Thermometer as I have lived in Europe for a long time and I am now more familiar with Celsius than Fahrenheit degrees this thermometer works with both Also my old thermometer 10 years old was way too slowbr br There are multiple features that I likebr  It can be used orally rectally and axillary armpit I have verified that the readings are consistent orally and axillarybr  the tip is made of a flexible material so it really adapts to your bodybr  You can easily switch between Fahrenheit and Celsius by pressing the ONOFF button for a few secondbr  Its very fast 10 secondsbr  It keeps in memory the latest reading and shows it to you when you turn it onbr br I am giving it 4 stars because there have been a few instances where I suspected the thermometer was giving a low reading but it might have been my impression What I can say is that its definitely consistent it never happened that it gave two different readings after a short interval of time,B01M192UKA,B07CS2MD56,4dc33b98,0,1
5,This is so pretty and just like the picture,The taste was better than I expected and I could feel the difference within a few days Much better than the capsules I was taking,B01E0DJ2GU,B00C3WB82C,b842f1c3,0,1
5,Makes taking my vitamins easy,Im so happy that I found these on Amazon I used to buy the Olbas mini lozenges in Germany on my frequent trips but since Covid I havent been able to travel overseas They help me with my laryngitis and when I get a cold and work better then any of the lozenges I can buy here in the states Great tasting too,B007W6A4RY,B00HXD8LP8,e6549a95,0,1
5,Nice scale but it only lasted 8 months Updated Excellent customer service,Great product,B07BFQ81FT,B00B7FQNH6,75893921,0,1
5,Its the best vitamin C,We love this watch and have three within our home It isnt as accurate because if we want to move our arm around a bunch then we get more steps counted which means folding laundry gives you more steps We use it as a tool to help us be more aware of our activity The alarms help with medical reminders as another daughter uses the watch to know when she has a phone call so she isnt looking at her phone all day,B00TYQ7IBK,B000UV06H6,b7ca9b0a,0,1
5,Its high tech aspirin whats to say,I chose this rating because the product works and its an easy pill to swallowbr There are no side effects and I take it dailybr I would highly recommend this product to those who need a supplement to help their nails,B0001IU542,B01AE8PGTM,1860df45,3,1
5,Bronze bathroom scale,Doesnt work well doesnt snap in easily and once snapped in doesnt stay Dont buy try another supplier I did like the colors just not the quality,B07QLN739N,B0775V713Q,839765de,1,1
5,The tabs that attach to the fitbit are week and will easily break it you tug on it,I usually dont write reviews but this time is different I first noticed symptoms of prostate enlargement about a year ago I tried regular saw palmetto for awhile to little effect A friend told me about Antiiva He said it fixed his prostate issues completely I tried it and it works better than I expected No more weak stream no more getting up at night to urinate Ive been on it for about a year and I have not had to up the dose at all This stuff is fantastic Just try it for a month You will feel the results,B010MFSAI6,B07KGGD365,a9d3abe0,0,1
5,Decent,Thank You  yellowdock has been apart of my vegan diet for 4 12 yrs now and I have to be sure I have enough to last for monthswasnt expecting such a large container of it so thats a plus in itself This item is highly demanded and because its 100 plantbased I dont have to worry if any fillers or animal byproducts are in the ingredients,B0030GZWHW,B004ZVB03Q,c6193ab1,0,1
5,better product,Vitamin C is not made by the body This is unique in all living organisms except for humans and guinea pigs Vitamin C must be included in the dietnot for immune purposes but for purposes of building healthy tight bodies full of  collagen,B07SWJ3QJQ,B07BFQ81FT,9fa0c608,0,1
5,Great energy and value,This product arrived on time and was safety sealed  Ive been taking 3 per day like my neurologist recommended  I havent noticed a difference from a neurology perspective but everyone says my hair is gorgeous,B00ZB2JORC,B07M5X9BWL,531df400,0,1
5,Got wrong,Great value Well made replacement bands,B0001IU542,B01IHCQS3U,a967c0bc,0,1
5,Boost of energy and rich taste,This does great as a moisturizer Keeps skin really soft all day,B07RMX8QCR,B00L2NX8YE,35b1393f,0,1
5,Takes care of candida but aggravates IBS,Great unit and delivered exactly when promised,B00ZB2JORC,B0721QY2HL,c6d94dc0,0,1
5,Dont waste your money,Its great Normal scale helps me keep track my weight and it looks great,B00JMM5OYO,B079Z9TWF3,9e19a612,0,1
4,Great product but would not buy from this seller expiration dates were expired,I discovered this while working for Whole Foods the taste is incredibly fresh and the flax oil is almost undetectable Great for young ones and a treat to us adults too Always have stood behind Barleans for quality products,B07M5X9BWL,B09KWWZN1L,d45a72cb,0,1
5,Great B12,Ive owned this scale for about 15 years and it was good accurate to begin with but now it is very inconsistent Depending on where I stand on the platform the weight total can vary over 2 pounds When I say 34where I stand34 Im only talking about minor shifts of my feet on the large platform not hanging toes off the edge or anything to justify a 2lbs difference I would not recommend this scale if you want precise consistent measurement of weight If 34ballpark34 weight is ok for you then this scale works,B00B7FQNH6,B00ZB2JORC,5678ec16,0,1
5,Great bands,This is a very  moisturize cream Very little scent and is a great value for the money Thicker than most creams so no reason to reapply all day long  Works very well on neck region which can get very dry in winter,B07RG81BXB,B01M192UKA,f31fe9f8,0,1
5,Kids love the taste,We like all of Barleans Swirl productsbr Lemonade is the kids favoritebr The taste good and are good for you what more would you likebr Thanks Barleans,B004GW4M5C,B0797HCZVV,2bfbab4d,0,1
5,Great product  does the job,I bought this mistakenly I was told the dosagebr is too high for me Now I have two unopened bottles I thought the larger the dosage the bigger the benefits In this case that is wrong Start low,B01A90FMHQ,B07BFQ81FT,e2b0f8db,0,1
5,Surprised and Satisfied,I like this product  been taking it now for about a month or so and I can feel the difference  I like liquid vitamins better because they go right into the system  Good vitamin,B07MKGM64W,B001KYO2KY,308c5313,3,1
2,Im not sure how to feel toward this product,The taste and consistency was good as long as you shake it a couple times  Comparing this berry flavor to the one with orange flavor the Omega breakdown of the orange has some different things DHA etc  I dont know if it matters for complete health or not  Those are the only two flavors Ive tried  I definitely like the lower price of the berry flavor  Barleans has a great reputation,B07R48DCBQ,B006N3NYS8,8c658fa6,0,1
5,This is a great product My health food store stopped ordering this,Its not working,B00DOPHB8W,B00K86RJNC,c60ce122,0,1
5,good looking scale,I love this product It make my skin feel and look so nice,B000TDE2W0,B07QPTZBQC,60618c84,1,1
5,2 yrs of using this,This is my first time taking the product,B079L5BHB3,B00GI3S622,0e409b57,0,1
2,This is so pretty and just like the picture,Its alright Not incredibly accurate as it will change a pound or two every time I use it But it gives me a ballpark and thats all I care about at least If someone was looking for an incredibly accurate scale for measuring weight loss or something I might recommend looking a bit more before settling on this one,B00D3K61F2,B079VYHJ9Y,60d786e3,0,1
5,Lucid Dreams nightmares and yet will keep taking it,It arrived fine It works good Its a little to big for my bathroom,B07234HFF2,B01AWXI9BG,21bf0086,0,1
1,Tiny pink pills,Its quite sleek and nice looking and the display is nice and large  So far no problems,B07G3H7944,B0088QBRFU,e68aeb6c,1,1
5,Awesome,This is a perfectly good fractionated coconut oil It does the job NOW seems like a good brand based on the products of theirs Ive used,B07NQ55D5Y,B07GQ2YS9B,654e5fb6,0,1
5,Received empty package,This stuff is deadly to yeast How do I know While you are supposed to take 5 pills 3 times per day which I have been I also chew 1 and swish it in my mouth for 5 minutes twice a day For the next 2 hours god awful brown sticky gooey garbage is coming out of my mouth I try not to swallow while it is killing the thrush in my mouth and esophagus I spit it into a clear glass with water in it and watch the yeast sink to the bottom This goes on for quite a while and the water turns a dark cloudy color with yeast strands sinking down Its pretty disturbing honestly Best to kill it in your mouth at the same time so your not constantly swallowing yeast and have it in your gut Brush and floss 4 times a day while killing Candida and dont swap spit with significant others until its dead in its tracks Eat zero sugar fruit bread or yeasty foods You can tame the beast within a few days But dont stop because it tricks you and makes you think your ok But your not Keep it up for at least 3 months if not more And then stay clean for THEE rest of your life This beast is evil Dr evil,B01ATZCMMO,B01KYKCT5E,89c5dcfc,0,1
5,quirky,My husband does not want automatic payments to our American Express He would like to cancel the subscription and just order it as needed Thank you,B01C26FNRY,B07MDKZ6QS,7db79acb,0,1
5,Dont waste your money,First of all I love this company overall I use many of their products These are nice large body  wipes with a very light scent I purchased because I thought they were like cleansing wipes Thats on me Instructions say to use on clean dry skin Huh so they dont cleanse OK I thought they must be moisturizing wipes then Awesome travel idea I thought So after a bath and drying off completely I wiped my body down with one Pleasant experience But then well they dont really do anything I still needed to apply body lotion afterwards Maybe theyre more of a body toner Essence Serum I dont know it just felt like water to me Perhaps if you just want a little something for after bath or shower and you have really oily skin or live in a humid place it might be nice  I have dryer skin and live in an arid environment so I dont see these as being something I would buy again They serve no use to me Lastly 2 of the packages had no wipe inside just liquid see pic 2 I was opening one to photo the size of the wipe but no wipe in there I stuck my finger in the liquid to feel the texture of the liquid and let it dry on my hand but I cant feel anything after it dried  BUT Ill still be using some of their other great packs This ones just a dud for me,B01AF0Z4KA,B076VQFPR7,e968694b,0,1
5,i am 76 ihope it helps keep strong no health,Great product,B00G4EFOW0,B07KYW2QXY,7d39acb7,0,1
5,Best moisturizer around,The oil is good but it arrived without a cap The seal wasnt broken or anything  nothing spilled but it not having a cap was definitely weird,B00TYQ7IBK,B01M192UKA,c33acfeb,0,1
1,good but smelly,I love the blueberry flavor you dont taste the oil at all It is a bit thick but do able I use it for the omega oils No more nasty fish oil caps for me,B000UV06H6,B07MZMDMRM,467ff6c3,0,1
5,Better than other brands,It is easy to use and it has an option to switch between kg and Lb,B000UV06H6,B00VWID4YS,754ea345,0,1
5,Great IMUNE BUILDER,Just started using this product after swimming and it seems to be doing the trick of cooling my skin after swimming in our sun drenched pool,B003XDI3NC,B07PNRF9DB,bc98577f,0,1
5,Very good for my son,I have tried dozens of rubs  creams for my arthritis that only made me stink Then I tried Boswellin Cream and it worksI heartily recommend this product,B00FIIJO2O,B003I4L3Y2,47881955,0,1
5,Been using for years Helps with my energy I,Basic scale nothing special But it gets the job done,B07BFQ81FT,B000UV06H6,261aa93e,0,1
1,Did not properly work,The pills are very large I dont feel better but it is just one piece towards good health,B017DT4HM2,B07BFQ81FT,01b72daf,1,1
3,Had this for a while now,Great product,B00WWICK6K,B004Z8UXG4,2bf3a7e3,0,1
5,It works great with other oils,I love this biotin combination because I had a couple  beauty treatments  perm colorthat were done completely wrong and caused a lot of damage  I believe this product is helping with growth and texture,B01N2B8SQ1,B007WGRD46,b9a3416a,0,1
3,Awesome,Dont like the smell  It is an artificial industrial smell,B0013OSNOW,B011TUA6LC,81486518,0,1
5,Broke after less than 2 months,I bought this for someone else She said that it along with diet has helped to regulate her moderately high BP better than just diet alone Shell have me order again,B07SYNTL34,B00VKLMKGK,58782c65,0,1
1,Partly my fault because I didnt notice in the picture,Great product,B01COW00O2,B07263LP56,f972f354,0,1
2,Not impressed and not happy,Love that once you step on it it tells you your weight,B07V822KWB,B00GT3X89C,418c02fd,0,1
5,Wouldnt be without it,Gets stuck on a weight 610 5 one day and the next 1328 for 4 days Does not measure weight,B07RG81BXB,B00KYZLV0Y,99aded4e,0,1
5,I got this for adhd,It smells good but doesnt soak in very well stays on the surface My main complaint is that my container had a huge air bubble and was missing about 20 of the product,B016CGGBLW,B00X45QGQK,40d2e38b,0,1
5,I was religious about this product for about a 3,I am having pre diabetic glucose levels Im taking berberine a long with a new improved diet to bring that number back down Ive already seen a small improvement after 5 weeks These pills do not upset my stomach and are easy to swallow I like that they are gmo and gluten free Ill update my review in another month and well see if it continues working,B000UV06H6,B00B7FQNH6,56228870,0,1
5,Easy to take just put number of drops needed  in a spoon,I dont do well with high doses of things but I needed a bit so this is perfect for me,B06XHCS137,B07115FK2T,f5ac1626,0,1
2,Great product in my eyes,Make my skin so soft doe not stain,B07Q4QFMYL,B00RU8MEUO,7a49ab13,0,1
5,I like the product but the container is only half full,GREAT STUFF,B07MKGM64W,B019WX355W,a04c1264,0,1
2,The battery life is insane,Works well for pain,B017DT4HM2,B078SBDGGB,24decabf,1,1
1,Very good taste,Great product,B07BFQ81FT,B000UV06H6,1ae9f95d,0,1
